Composition,doi,Phase,Density (g/cm3),Hardness (GPa),YS (MPa) at 23 C,YS (MPa) at 1000 C,YS (MPa) at 1200 C,Test Type
Fe35Ni25Co35Cr5,10.1016/j.actamat.2020.09.027,,,,179,,,
Fe23Ni41Co31Cr5,10.1016/j.actamat.2020.09.027,,,,181,,,
Fe45Ni27Co23Cr5,10.1016/j.actamat.2020.09.027,,,,175,,,
CrMnFeCoNi,10.1016/j.msea.2020.139579,FCC,,,138,,,T
CoCrFeNi,10.1016/j.wear.2020.203368,FCC,,,235,,,
FeCoCrNiMo0.15,10.1016/j.jallcom.2020.155688,,,,418,,,T
FeCoCrNiMo0.15,10.1016/j.jallcom.2020.155688,,,,486,,,T
CoCrFeNiMn,10.1016/j.triboint.2020.106436,,,,271,,,
CoCrFeMnNiTi0,10.1016/j.surfcoat.2020.126149,,,,1860,,,
CoCrFeMnNiTi0.2,10.1016/j.surfcoat.2020.126149,,,,2730,,,C
CoCrFeMnNiTi0.4,10.1016/j.surfcoat.2020.126149,,,,2820,,,C
CoCrFeMnNiTi0.6,10.1016/j.surfcoat.2020.126149,,,,2160,,,C
CoCrFeMnNiTi0.8,10.1016/j.surfcoat.2020.126149,,,,1710,,,C
CrMnFeCoNi0.2,10.1016/j.msea.2021.140959,,,,143.2,,,T
CrMnFeCoNi0.4,10.1016/j.msea.2021.140959,,,,192.6,,,T
CrMnFeCoNi0.6,10.1016/j.msea.2021.140959,,,,262.5,,,T
CrMnFeCoNi0.8,10.1016/j.msea.2021.140959,,,,240.9,,,T
CrMnFeCoNi,10.1016/j.msea.2021.140959,,,,196.4,,,T
CrMnFeCoNi0.8Nb0.1,10.1016/j.msea.2021.140959,,,,361,,,T
CrMnFeCoNi0.8Nb0.2,10.1016/j.msea.2021.140959,,,,406.9,,,T
CrMnFeCoNi0.8Nb0.3,10.1016/j.msea.2021.140959,,,,535.8,,,T
V10Cr10Fe45Co30Ni5,10.1016/j.jallcom.2020.156090,,,,397,,,T
V10Cr10Fe45Co20Ni15,10.1016/j.jallcom.2020.156090,,,,394,,,T
CrMnFeCoNi,10.1016/j.jallcom.2020.156090,,,,410,,,T
CrCoNi,10.1016/j.jallcom.2020.156090,,,,440,,,T
Co10Cu20Mn30Ni40,10.1016/j.jallcom.2019.152111,,,,457,,,T
Co10Cu20Mn30Ni40,10.1016/j.jallcom.2019.152111,,,,402,,,T
Co10Cu20Mn30Ni40,10.1016/j.jallcom.2019.152111,,,,339,,,T
Co10Cu20Mn30Ni40,10.1016/j.jallcom.2019.152111,,,,302,,,T
(AlTa0.76)0.1CoCrFeNi2.1,10.1016/j.jmst.2020.03.045,,,,293,,,
(AlTa0.76)0.3CoCrFeNi2.1,10.1016/j.jmst.2020.03.045,,,,503,,,
(AlTa0.76)0.5CoCrFeNi2.1,10.1016/j.jmst.2020.03.045,,,,974,,,C
(AlTa0.76)0.7CoCrFeNi2.1,10.1016/j.jmst.2020.03.045,,,,1533,,,C
(AlTa0.76)1.0CoCrFeNi2.1,10.1016/j.jmst.2020.03.045,,,,2336,,,C
(AlTa0.76)1.5CoCrFeNi2.1,10.1016/j.jmst.2020.03.045,,,,2208,,,C
CoCrFeMnNiN0.5,10.1016/j.jallcom.2020.156633,FCC,,,220,,,T
CoCrFeMnNiN,10.1016/j.jallcom.2020.156633,FCC,,,275,,,T
CoCrFeMnNiN2,10.1016/j.jallcom.2020.156633,FCC,,,395,,,T
Ti45.5Al18.2Cr20.6Nb15.7,10.1016/j.intermet.2019.106673,,5.25,,1371,,,
Ti50.6Al16.4Cr17.8Nb15.2,10.1016/j.intermet.2019.106673,,5.18,,1297,,,
Ti56.0Al14.6Cr16.5Nb12.9,10.1016/j.intermet.2019.106673,,5.1,,1228,,,
Ti61.6Al12.3Cr13.1Nb13.0,10.1016/j.intermet.2019.106673,,5.1,,1081,,,
Ti63.9Al12.0Cr11.0Nb13.1,10.1016/j.intermet.2019.106673,,5.01,,954,,,
Ti70.0Al10.2Cr10.5Nb9.3,10.1016/j.intermet.2019.106673,,4.92,,924,,,
Ti74.5Al8.8Cr8.1Nb8.6,10.1016/j.intermet.2019.106673,,4.87,,881,,,
Ti79.1Al7.2Cr7.1Nb6.6,10.1016/j.intermet.2019.106673,,4.85,,634,,,
Ti6Al4V,10.1016/j.intermet.2019.106673,,,,986,,,
Nb,10.1016/j.ijrmhm.2020.105370,BCC,8.57,,240,,,
Mo,10.1016/j.ijrmhm.2020.105370,BCC,10.28,,432.5,,,
Ta,10.1016/j.ijrmhm.2020.105370,BCC,16.69,,189.5,,,
W,10.1016/j.ijrmhm.2020.105370,BCC,19.3,,550,,,
Zr,10.1016/j.ijrmhm.2020.105370,,,,280,,,
Hf,10.1016/j.ijrmhm.2020.105370,,,,240,,,
Ti,10.1016/j.ijrmhm.2020.105370,,,,195,,,
V,10.1016/j.ijrmhm.2020.105370,,,,310,,,
Nb15.7Mo35Ta34.95W14.35,10.1016/j.ijrmhm.2020.105370,,,,978,,,
Nb15.7Mo35Ta34.95W14.35,10.1016/j.ijrmhm.2020.105370,,,,814,,,
Nb15.7Mo35Ta34.95W14.35,10.1016/j.ijrmhm.2020.105370,,,,966,,,
Nb35Mo5Ta35W25,10.1016/j.ijrmhm.2020.105370,,,,714,,,
Nb35Mo5Ta35W25,10.1016/j.ijrmhm.2020.105370,,,,709,,,
Nb35Mo5Ta35W25,10.1016/j.ijrmhm.2020.105370,,,,692,,,
Nb35Mo25Ta5W35,10.1016/j.ijrmhm.2020.105370,,,,941,,,
Nb35Mo25Ta5W35,10.1016/j.ijrmhm.2020.105370,,,,914,,,
Nb35Mo25Ta5W35,10.1016/j.ijrmhm.2020.105370,,,,966,,,
Nb25Mo35Ta35W5,10.1016/j.ijrmhm.2020.105370,,,,820,,,
Nb25Mo35Ta35W5,10.1016/j.ijrmhm.2020.105370,,,,777,,,
Nb25Mo35Ta35W5,10.1016/j.ijrmhm.2020.105370,,,,734,,,
Nb25Mo25Ta25W25,10.1016/j.ijrmhm.2020.105370,,,,963,,,
Nb25Mo25Ta25W25,10.1016/j.ijrmhm.2020.105370,,,,1124,,,
Nb25Mo25Ta25W25,10.1016/j.ijrmhm.2020.105370,,,,1087,,,
Ti45Zr25Nb25Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,790,,,
Ti40Zr25Nb25Ta10,10.1016/j.ijrmhm.2020.105370,BCC,,,910,,,
Ti35Zr25Nb25Ta15,10.1016/j.ijrmhm.2020.105370,BCC,,,1020,,,
Ti30Zr25Nb25Ta20,10.1016/j.ijrmhm.2020.105370,BCC,,,1080,,,
Ti25Zr25Nb25Ta25,10.1016/j.ijrmhm.2020.105370,BCC,,,1170,,,
Ti25Zr25Nb25Ta25,10.1016/j.ijrmhm.2020.105370,BCC,,,970,,,
Ti31.67Zr31.67Nb31.66Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,790,,,
Ti35Zr35Nb25Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,780,,,
Ti45Zr45Nb5Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,690,,,
Ti21.67Zr21.67Nb21.66Ta35,10.1016/j.ijrmhm.2020.105370,BCC,,,1050,,,
Ti15Zr15Nb35Ta35,10.1016/j.ijrmhm.2020.105370,BCC,,,970,,,
Ti0.25NbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1109,,,
Ti0.5NbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1211,,,
Ti0.75NbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1304,,,
TiNbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1455,,,
TiZrNbVMo0.3,10.1016/j.ijrmhm.2020.105370,BCC,,,1289,,,
TiZrNbVMo0.5,10.1016/j.ijrmhm.2020.105370,BCC,,,1473,,,
TiZrNbVMo0.7,10.1016/j.ijrmhm.2020.105370,BCC,,,1706,,,
TiZrNbVMo,10.1016/j.ijrmhm.2020.105370,BCC,,,1779,,,
Ta0.4Nb0.4HfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,800,,,
Ta0.6Nb0.6HfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,880,,,
Ta0.8Nb0.8HfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,890,,,
TaNbHfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,1200,,,
Ti45Zr25Nb25Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,928,,,
Ti40Zr25Nb25Ta10,10.1016/j.ijrmhm.2020.105370,BCC,,,970,,,
Ti35Zr25Nb25Ta15,10.1016/j.ijrmhm.2020.105370,BCC,,,1012,,,
Ti30Zr25Nb25Ta20,10.1016/j.ijrmhm.2020.105370,BCC,,,1053,,,
Ti25Zr25Nb25Ta25,10.1016/j.ijrmhm.2020.105370,BCC,,,1095,,,
Ti25Zr25Nb25Ta25,10.1016/j.ijrmhm.2020.105370,BCC,,,1095,,,
Ti31.67Zr31.67Nb31.66Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,1008,,,
Ti35Zr35Nb25Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,1017,,,
Ti45Zr45Nb5Ta5,10.1016/j.ijrmhm.2020.105370,BCC,,,991,,,
Ti21.67Zr21.67Nb21.66Ta35,10.1016/j.ijrmhm.2020.105370,BCC,,,1115,,,
Ti15Zr15Nb35Ta35,10.1016/j.ijrmhm.2020.105370,BCC,,,993,,,
Ti0.25NbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1465,,,
Ti0.5NbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1464,,,
Ti0.75NbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1454,,,
TiNbMoTaW,10.1016/j.ijrmhm.2020.105370,BCC,,,1436,,,
TiZrNbVMo0.3,10.1016/j.ijrmhm.2020.105370,BCC,,,1690,,,
TiZrNbVMo0.5,10.1016/j.ijrmhm.2020.105370,BCC,,,1805,,,
TiZrNbVMo0.7,10.1016/j.ijrmhm.2020.105370,BCC,,,1902,,,
TiZrNbVMo,10.1016/j.ijrmhm.2020.105370,BCC,,,2035,,,
Ta0.4Nb0.4HfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,985,,,
Ta0.6Nb0.6HfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,1037,,,
Ta0.8Nb0.8HfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,1069,,,
TaNbHfZrTi,10.1016/j.ijrmhm.2020.105370,BCC,,,1088,,,
CoCrFeNiV0.5C0.01,10.1016/j.msea.2020.139802,,,,269.4,,,
CoCrFeNiV0.5C0.02,10.1016/j.msea.2020.139802,,,,261.9,,,
CoCrFeNiV0.5C0.03,10.1016/j.msea.2020.139802,,,,299.36,,,
CoCrFeNiV0.5C0.04,10.1016/j.msea.2020.139802,,,,332.29,,,
W,10.1016/j.vacuum.2020.109614,,19.25,,550,,,
Mo,10.1016/j.vacuum.2020.109614,,10.28,,437,,,
Cr,10.1016/j.vacuum.2020.109614,,7.14,,360,,,
Ti,10.1016/j.vacuum.2020.109614,,4.51,,195,,,
Al,10.1016/j.vacuum.2020.109614,,2.7,,25,,,
W10Mo27Cr21Ti22Al20,10.1016/j.vacuum.2020.109614,,7.61,,296,,,
W10Mo27Cr21Ti22Al20,10.1016/j.vacuum.2020.109614,,7.48,,1245,,,
(Ti33Zr33Hf33)40(Ni50Cu50)60,10.1016/j.jmrt.2020.05.071,,,,2116,,,
(Ti33Zr33Hf33)50(Ni50Cu50)50,10.1016/j.jmrt.2020.05.071,,,,2017,,,
(Ti33Zr33Hf33)60(Ni50Cu50)40,10.1016/j.jmrt.2020.05.071,,,,1924,,,
(Ti33Zr33Hf33)70(Ni50Cu50)30,10.1016/j.jmrt.2020.05.071,,,,1401,,,
(Ti33Zr33Hf33)80(Ni50Cu50)20,10.1016/j.jmrt.2020.05.071,,,,1643,,,
Fe50Mn30Co10Cr10,10.1016/j.mtla.2020.100738,,,,295,,,
Ni48.7Co17.5Cr10Fe9.3Al7.5Ti7,10.1016/j.intermet.2020.106850,,,,859,,,
Ni47.7Co17.5Cr10Fe9.3Al7.5Ti7Mo1,10.1016/j.intermet.2020.106850,,,,899,,,
CrFeNi,10.1016/j.intermet.2020.106850,,,,160,,,
CrFeNiAl2,10.1016/j.intermet.2020.106850,,,,280,,,
CrFeNiAl4,10.1016/j.intermet.2020.106850,,,,1350,,,
CrFeNiAl3Ti3,10.1016/j.intermet.2020.106850,,,,1712,,,
CrFeNiAl4Ti2,10.1016/j.intermet.2020.106850,,,,1600,,,
AlMo0.5NbTa0.5TiZr,10.1016/j.intermet.2020.106850,,,70,745,,,
AlMo0.5NbTa0.5TiZr0.5,10.1016/j.intermet.2020.106850,,,76,935,,,
AlNbTa0.5TiZr0.5,10.1016/j.intermet.2020.106850,,,53,535,,,
Al0.5Mo0.5NbTa0.5TiZr,10.1016/j.intermet.2020.106850,,,78,579,,,
Al0.25NbTaTiZr,10.1016/j.intermet.2020.106850,,,63,366,,,
CoCrFeNi2.1Nb0.2,10.1016/j.msea.2020.139897,,,,169,415,165,
CoCrFeNi2.1Nb0.4,10.1016/j.msea.2020.139897,,,,628,527,457,
Ni,10.1016/j.pnsc.2020.07.002,,,,471,,,
FeNi,10.1016/j.pnsc.2020.07.002,,,,609,,,
FeNiCo,10.1016/j.pnsc.2020.07.002,,,,621,,,
FeNiCoCr,10.1016/j.pnsc.2020.07.002,,,,933,,,
FeNiCoCrMn,10.1016/j.pnsc.2020.07.002,,,,821,,,
Nb,10.1016/j.pnsc.2020.07.002,,,,376,,,
TiNb,10.1016/j.pnsc.2020.07.002,,,,495,,,
TiNbHf,10.1016/j.pnsc.2020.07.002,,,,1009,,,
TiNbHfTa,10.1016/j.pnsc.2020.07.002,,,,1069,,,
TiNbHfTaZr,10.1016/j.pnsc.2020.07.002,,,,1046,,,
Ni,10.1016/j.pnsc.2020.07.002,,,,60,,,
FeNi,10.1016/j.pnsc.2020.07.002,,,,192,,,
FeNiCo,10.1016/j.pnsc.2020.07.002,,,,147,,,
FeNiCoCr,10.1016/j.pnsc.2020.07.002,,,,189,,,
FeNiCoCrMn,10.1016/j.pnsc.2020.07.002,,,,156,,,
Nb,10.1016/j.pnsc.2020.07.002,,,,207,,,
TiNb,10.1016/j.pnsc.2020.07.002,,,,574,,,
TiNbHf,10.1016/j.pnsc.2020.07.002,,,,857,,,
TiNbHfTa,10.1016/j.pnsc.2020.07.002,,,,783,,,
TiNbHfTaZr,10.1016/j.pnsc.2020.07.002,,,,985,,,
CoCrFeNi,10.1016/j.jallcom.2020.155997,,,,151,,,T
CoCrFeNiW0.2,10.1016/j.jallcom.2020.155997,,,,254.9,,,T
CoCrFeNiW0.2,10.1016/j.jallcom.2020.155997,,,,238,,,T
CoCrFeNiW0.4,10.1016/j.jallcom.2020.155997,,,,315.6,,,T
CoCrFeNiW0.4,10.1016/j.jallcom.2020.155997,,,,525.2,,,T
AlCoCrFeNi2.1,10.1016/j.scriptamat.2020.04.035,,,,646.4,,,T
AlCoCrFeNi2.1,10.1016/j.scriptamat.2020.04.035,,,,732.3,,,T
AlCoCrFeNi2.1,10.1016/j.scriptamat.2020.04.035,,,,1008.8,,,T
Al0.5CrCuNiV,10.1016/j.jallcom.2020.156466,,,,1763,,,C
Al0.5CrCuNiV,10.1016/j.jallcom.2020.156466,,,,1245,,,C
CoCrCuFeNi,10.1016/j.jallcom.2020.156466,,,,230,,,C
Al22.5Cu20Fe15Ni20Ti22.5,10.1016/j.jallcom.2020.156466,,,,980,,,C
AlCuFeNiTi,10.1016/j.jallcom.2020.156466,,,,1074,,,C
Al22.5Cu20Fe15Ni20Ti22.5,10.1016/j.jallcom.2020.156466,,,,737,,,C
AlCuFeNiTi,10.1016/j.jallcom.2020.156466,,,,697,,,C
CoCrFeMnNi,10.1016/j.jallcom.2020.156466,,,,230,,,
CoCrFeMnNi,10.1016/j.msea.2020.139580,FCC,,,230,,,T
CoCrFeMnNi,10.1016/j.msea.2020.139580,FCC,,,219,,,T
CoCrFeMnNi,10.1016/j.msea.2020.139580,FCC,,,225,,,T
CoCrFeNi,10.1016/j.msea.2020.139580,FCC,,,148,,,T
CoCrMnNi,10.1016/j.msea.2020.139580,FCC,,,450,,,T
Fe45Ni25Cr25Mo5,10.1016/j.msea.2020.139580,FCC+IM,,,243,,,T
(CoFeMnNi)99C1,10.1016/j.msea.2020.139580,FCC+Carbides,,,210,,,T
CoCrFeNiNb0.103,10.1016/j.msea.2020.139580,FCC+IM,,,317,,,T
CoCrFeNiNb0.155,10.1016/j.msea.2020.139580,FCC+IM,,,321,,,T
CoCrFeNiNb0.206,10.1016/j.msea.2020.139580,FCC+IM,,,402,,,T
Ti40Nb30Hf15Al15,10.1016/j.ijrmhm.2020.105322,,,,830,,,
Ti40Nb30Hf15Al15,10.1016/j.ijrmhm.2020.105322,,,,1250,,,
Co34.5Cr30Ni26.5Al5.4W3.6,10.1016/j.intermet.2020.106813,FCC+s,,,875,,,
Ni28Co28Fe21Cr15Al4Ti4,10.1016/j.intermet.2020.106813,FCC+y,,,703,,,
Al 0.2Co1.5CrFeNi1.5Ti0.3,10.1016/j.intermet.2020.106813,FCC+y,,,760,,,
Ni45(FeCoCr)40(AlTi)15,10.1016/j.intermet.2020.106813,FCC+y,,,811,,,
Co 37.6 Ni 35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5,10.1016/j.intermet.2020.106813,FCC+y,,,770,,,
NbMoTaW,10.1016/j.jallcom.2020.154301,,,,1121,,,C
Re0.5NbMoTaW,10.1016/j.jallcom.2020.154301,,,,1147,,,C
ReNbMoTaW,10.1016/j.jallcom.2020.154301,,,,1062,,,C
CoCrFeNi,10.1016/j.msea.2020.140065,,,,180,,,
CoCrFeNiC0.1,10.1016/j.msea.2020.140065,,,,194,,,
CoCrFeNiC0.2,10.1016/j.msea.2020.140065,,,,235,,,
CoCrFeNiC0.3,10.1016/j.msea.2020.140065,,,,295,,,
CoCrFeNiC0.4,10.1016/j.msea.2020.140065,,,,340,,,
CoCrFeNiC0.5,10.1016/j.msea.2020.140065,,,,383,,,
CoCrFeNiC0.7,10.1016/j.msea.2020.140065,,,,431,,,
CoCrFeNiC0.9,10.1016/j.msea.2020.140065,,,,512,,,
Al4Mo4Nb8Ti50Zr34,10.1016/j.jallcom.2020.155868,,,,825,,,
Al4Mo4Nb8Ti50Zr34,10.1016/j.jallcom.2020.155868,,,,1330,,,
Al4Mo4Nb8Ti50Zr34,10.1016/j.jallcom.2020.155868,,,,880,,,
Al4Mo4Nb8Ti50Zr34,10.1016/j.jallcom.2020.155868,,,,910,,,
CoCrFeNi,10.1016/j.addma.2020.101410,,,,402,,,T
CoCrFeNi,10.1016/j.addma.2020.101410,,,,600,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,519,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,445,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,510,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,381,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,465,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,355,,,T
CoCrFeNiC0.05,10.1016/j.addma.2020.101410,,,,630,,,T
CoCrFeNiC0.05,10.1016/j.addma.2020.101410,,,,635,,,T
CoCrFeNiC0.05,10.1016/j.addma.2020.101410,,,,630,,,T
CoCrFeNiC0.05,10.1016/j.addma.2020.101410,,,,638,,,T
CoCrFeNiC0.05,10.1016/j.addma.2020.101410,,,,643,,,T
CoCrFeNiC0.05,10.1016/j.addma.2020.101410,,,,656,,,T
(CoCrFeMnNi)99C1,10.1016/j.addma.2020.101410,,,,829,,,T
(CoCrFeMnNi)99C1,10.1016/j.addma.2020.101410,,,,741,,,T
Fe49.5Mn30Co10Cr10C0.5,10.1016/j.addma.2020.101410,,,,710,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,518,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,460,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,517,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,352.5,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,424,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,232.2,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,346,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,298,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,307,,,T
CoCrFeNiMn,10.1016/j.addma.2020.101410,,,,290,,,T
CoCrFeNi,10.1016/j.addma.2020.101410,,,,205.4,,,T
CoCrFeNiNb0.1,10.1016/j.addma.2020.101410,,,,315.5,,,T
CoCrFeNiNb0.15,10.1016/j.addma.2020.101410,,,,395.2,,,T
CoCrFeNiNb0.2,10.1016/j.addma.2020.101410,,,,440.8,,,T
Co22.9Cr21.9Fe22.1Mn19.3Ni13.8,10.1016/j.jmst.2021.02.059,,,,300,,,T
Co21.5Cr21.5Fe21.5Mn21.5Ni14,10.1016/j.jmst.2021.02.059,,,,200,,,T
TiZrNbTaFe,10.1016/j.jallcom.2021.159605,,7.24,,135,,,
TiZrNbTaFeN,10.1016/j.jallcom.2021.159605,,7.36,,206,,,
(TiZrNbTaFe)N3,10.1016/j.jallcom.2021.159605,,7.61,,265,,,
(TiZrNbTaFe)N5,10.1016/j.jallcom.2021.159605,,6.99,,265,,,
(TiZrNbTaFe)N7,10.1016/j.jallcom.2021.159605,,6.99,,266,,,
(TiZrNbTaFe)N10,10.1016/j.jallcom.2021.159605,,6.99,,268,,,
FeNiCoCrMn,10.1016/j.corsci.2021.109407,FCC,,,152,,,T
FeNiCoCrMn,10.1016/j.corsci.2021.109407,FCC,,,151,,,T
FeNiCoCrMn,10.1016/j.corsci.2021.109407,FCC,,,214,,,T
FeNiCoCrMn,10.1016/j.corsci.2021.109407,FCC,,,207,,,T
TiZrNbHf,10.1016/j.triboint.2021.107031,BCC,,,310,,,
Al0.25TiZrNbHf,10.1016/j.triboint.2021.107031,BCC,,,442,,,
Al0.5TiZrNbHf,10.1016/j.triboint.2021.107031,BCC,,,802,,,
Al0.75TiZrNbHf,10.1016/j.triboint.2021.107031,BCC,,,957,,,
AlTiZrNbHf,10.1016/j.triboint.2021.107031,BCC,,,1245,,,
(CrFeCoNi)94Al4Ti2,10.1016/j.pmatsci.2020.100754,,,,200,,,T
(CrFeCoNi)94Al4Ti2,10.1016/j.pmatsci.2020.100754,,,,645,,,T
(CrFeCoNi)94Al4Ti2,10.1016/j.pmatsci.2020.100754,,,,1005,,,T
CrFeCoNi2 Cu0.2Al0.2,10.1016/j.pmatsci.2020.100754,,,,720,,,T
CrFeCoNi2 Cu0.2Al0.2,10.1016/j.pmatsci.2020.100754,,,,460,,,T
(Cr10Fe9Co17.5Ni49)Al7.5Ti7,10.1016/j.pmatsci.2020.100754,,,,859,,,T
(Cr10Fe9Co17.5Ni48)Al7.5Ti7Mo1,10.1016/j.pmatsci.2020.100754,,,,899,,,T
(FeCoNi)86Al7Ti7,10.1016/j.pmatsci.2020.100754,,,,1100,,,T
(FeCoNi)86Al8Ti6,10.1016/j.pmatsci.2020.100754,,,,1000,,,T
(Cr15Fe21Co28Ni28)Al4Ti4,10.1016/j.pmatsci.2020.100754,,,,855,,,T
 TiZrTaNbMo,10.1016/j.jallcom.2024.174459,,9.29,,1536,,,
 TiZrTa0.9NbMo,10.1016/j.jallcom.2024.174459,,9.16,,1402,,,
 TiZrTa0.8NbMo,10.1016/j.jallcom.2024.174459,,9.02,,1317,,,
 TiZrTa0.7NbMo,10.1016/j.jallcom.2024.174459,,8.87,,1253,,,
 TiZrTa0.6NbMo,10.1016/j.jallcom.2024.174459,,8.68,,1168,,,
Ti,10.1016/j.jallcom.2024.174459,,,116,195,,,
Zr,10.1016/j.jallcom.2024.174459,,,88,280,,,
Ta,10.1016/j.jallcom.2024.174459,,,186,170,,,
Nb,10.1016/j.jallcom.2024.174459,,,105,240,,,
Mo,10.1016/j.jallcom.2024.174459,,,329,420,,,
HfNbTa,10.1016/j.msea.2023.145137,,,137,989,,,
(HfNbTa)0.5Ti0.5,10.1016/j.msea.2023.145137,,,102,575,,,
 VNbTa,10.1016/j.jmrt.2024.04.091,,,,1033,,,
 VNbTaTi0.5,10.1016/j.jmrt.2024.04.091,,,,874,,,
 VNbTaTi,10.1016/j.jmrt.2024.04.091,,,,727,,,
 VNbTaTi1.5,10.1016/j.jmrt.2024.04.091,,,,691,,,
Co25Cr25Fe25Ni25,10.1016/j.msea.2024.146995,,,,304,,,T
Co35Cr25Fe20Ni20,10.1016/j.msea.2024.146995,,,,345,,,T
Ti37V15Nb22Hf23W3,10.1016/j.intermet.2022.107735,,,,338,,,
CoCrFeNiW0.25,10.1016/j.ijrmhm.2023.106300,FCC+BCC,,,252,,,C
CoCrFeNiW0.5,10.1016/j.ijrmhm.2023.106300,FCC+BCC,,,385,,,C
CoCrFeNiW0.75,10.1016/j.ijrmhm.2023.106300,FCC+BCC,,,712,,,C
CoCrFeNiW1.0,10.1016/j.ijrmhm.2023.106300,FCC+BCC,,,707,,,C
CoCrFeNiNb0.1Mo0.3,10.1016/j.msea.2023.145446,FCC + Laves,,,426,,,T
CoCrFeNi2(WMo)3Al5Ti3,10.1016/j.matchar.2023.112866,"FCC + (Ti, W, Mo)-rich phase",,,,,480.2,T
CoCrFeNi2(WMo)3Al5Ti3,10.1016/j.matchar.2023.112866,"FCC + (Ti, W, Mo)-rich phase",,,,,1397.6,T
CoCrFeNi2(WMo)3Al5Ti3,10.1016/j.matchar.2023.112866,"FCC + s phase + (Ti, W, Mo)-rich",,,,1438.4,,T
CoCrFeNi2(WMo)3Al5Ti3,10.1016/j.matchar.2023.112866,"FCC + s phase + (Ti, W, Mo)-rich",,,,1282.4,,T
CoCrFeNi2(WMo)3Al5Ti3,10.1016/j.matchar.2023.112866,"FCC + s phase + (Ti, W, Mo)-rich",,,,1045.8,,T
CoCrFeNi2(WMo)3Al5Ti3Nb0.75,10.1016/j.matchar.2023.112866,"FCC + (Ti, Nb)-rich phase",,,,,563.7,T
CoCrFeNi2(WMo)3Al5Ti3Nb0.75,10.1016/j.matchar.2023.112866,"FCC + (Ti, Nb)-rich phase",,,,,1691.3,T
CoCrFeNi2(WMo)3Al5Ti3Nb0.75,10.1016/j.matchar.2023.112866,"FCC + s phase + (Ti, Nb)-rich",,,,1822.9,,T
CoCrFeNi2(WMo)3Al5Ti3Nb0.75,10.1016/j.matchar.2023.112866,"FCC + s phase + (Ti, Nb)-rich",,,,1681.4,,T
CoCrFeNi2(WMo)3Al5Ti3Nb0.75,10.1016/j.matchar.2023.112866,"FCC + s phase + (Ti, Nb)-rich",,,,1408.3,,T
Zr0.24Nb0.29Ti0.09Hf0.2Ta0.18,10.1016/j.eng.2023.11.026,BCC,,,,714,,C
Zr0.23Nb0.28Ti0.14Hf0.15Ta0.2,10.1016/j.eng.2023.11.026,BCC,,,,894,,C
Zr0.19Nb0.26Ti0.2Hf0.16Ta0.19,10.1016/j.eng.2023.11.026,BCC,,,,974,,C
Zr0.13Nb0.27Ti0.26Hf0.13Ta0.21,10.1016/j.eng.2023.11.026,BCC + Laves,,,,1061,,C
TaNbHfZrTi,10.1016/j.eng.2023.11.026,BCC,,,,295,,C
Ti0.325Nb0.347Mo0.328,10.1016/j.eng.2023.11.026,BCC,,,,504,,C
TiNbMoHfTa,10.1016/j.eng.2023.11.026,BCC,,,,778,,C
VNbMoTa,10.1016/j.eng.2023.11.026,BCC,,,,811,,C
